1.241 1.155 1 1 1.46  7.28  36.52 4.52  20.20 12.68 39.60
1.706 1.848 3 3 1.12  20.72 41.20 11.92 34.84 19.96 83.20
3.260 5.420 2 3 1.82  17.60 35.80 11.72 38.04 28.60 82.40
4.081 0.897 5 3 0.50  14.32 32.76 11.20 22.40 10.92 50.40
3.077 2.926 2 2 2.12  12.32 42.40 10.12 35.32 21.52 64.80
3.406 4.741 5 2 2.15  28.96 42.80 7.32  48.00 19.72 120.80
3.699 3.800 2 3 0.65  35.56 80.80 11.60 27.44 19.28 74.00
1.619 2.883 3 3 0.84  22.84 50.40 6.80  30.56 16.08 58.80
3.196 1.814 2 1 3.93  47.40 84.16 12.92 25.60 26.12 92.36
3.447 4.733 5 2 1.98  27.12 39.92 8.40  40.80 17.68 108.00
3.009 4.738 1 3 0.45  12.44 34.00 3.53  25.64 10.00 39.40
3.452 4.736 5 2 2.96  38.96 70.40 7.20  45.20 15.00 148.40
2.908 1.263 1 3 1.69  9.40  34.56 9.84  31.28 14.00 84.32
4.578 1.512 2 3 1.31  17.50 38.96 13.52 45.52 27.00 77.60
3.512 5.124 1 2 4.23  16.88 34.64 9.64  48.40 22.92 136.80
3.312 2.991 5 3 0.98  22.70 41.60 12.52 32.60 19.40 72.80
2.159 2.041 2 3 1.57  17.44 49.60 10.44 37.72 28.32 81.60
4.742 1.381 2 3 0.86  15.12 32.84 11.88 32.72 23.48 63.60
3.592 4.027 3 2 2.17  12.52 37.68 10.84 55.20 29.48 74.40
3.152 3.272 2 3 1.56  34.00 76.40 12.80 42.60 23.52 94.00
4.781 1.375 2 3 0.81  12.08 36.28 10.88 27.44 20.84 58.80
2.319 2.405 5 3 1.71  56.24 104.68  12.84 43.40 26.96 125.40
3.617 2.084 2 3 0.85  27.92 78.80 12.80 33.72 26.20 79.60
2.278 0.929 1 3 0.36  13.24 35.40 4.08  19.36 6.56  46.80
3.792 2.695 2 1 1.54  5.88  55.20 6.76  20.32 13.40 52.40
4.113 2.700 2 1 1.29  13.64 84.40 1.55  8.72  7.16  65.20
3.043 4.698 1 3 1.82  7.60  27.04 3.92  27.36 10.44 39.80
3.271 2.160 5 3 0.95  37.40 59.04 13.32 37.80 32.60 104.36
1.433 1.525 5 3 1.61  13.48 49.60 7.36  67.60 16.20 75.20
3.184 2.098 2 3 2.23  24.60 44.88 11.92 37.80 37.72 96.60
3.675 4.293 3 2 0.89  4.40  26.76 8.60  37.68 22.96 66.00
3.681 5.690 2 2 1.90  15.16 59.20 12.64 54.00 28.36 86.00
2.461 3.423 5 4 0.37  15.72 29.36 3.14  22.60 6.08  47.20
4.576 1.411 2 3 1.38  15.64 34.44 11.28 37.60 25.76 71.60
2.223 0.580 2 3 0.29  14.16 44.00 9.60  38.00 24.52 76.00
3.031 1.201 3 3 0.61  16.40 52.56 6.44  21.84 10.36 51.24
3.347 2.505 3 1 0.63  5.36  41.20 6.96  33.20 19.20 43.60
2.465 4.003 1 3 0.33  9.72  24.64 3.19  21.40 4.72  35.08
3.175 2.102 2 3 1.99  18.92 42.68 12.20 38.40 37.20 89.84
3.733 0.974 2 3 0.95  15.40 36.60 8.92  40.80 26.52 74.00
3.085 1.677 2 3 2.04  26.20 63.92 11.80 40.40 29.80 107.20
2.595 3.638 5 3 0.33  17.52 44.40 3.71  14.52 4.76  40.80
4.279 3.283 2 3 0.83  19.20 36.36 13.36 33.60 24.64 84.40
2.933 0.978 3 2 0.80  166.40  146.80  12.40 31.44 16.00 100.40
3.590 4.033 3 2 2.08  11.52 37.56 7.92  56.40 24.84 79.60
2.883 1.237 1 3 2.55  12.12 36.56 8.52  31.24 16.12 96.96
2.429 1.620 3 3 2.54  31.96 77.60 11.84 52.40 26.64 126.80
2.333 2.417 5 3 1.44  53.20 107.60  9.12  37.44 21.32 110.32
0.626 1.652 2 1 0.38  4.20  37.12 7.28  33.32 14.40 46.40
2.969 0.778 2 2 1.93  77.32 157.28  12.44 43.04 33.76 166.28
0.971 1.576 3 3 1.22  9.80  35.64 10.08 29.28 15.20 64.00
1.392 1.846 3 3 1.05  7.44  37.68 10.60 39.24 20.00 48.40
2.540 3.320 3 3 1.26  17.20 53.60 9.76  45.32 17.60 62.80
1.738 1.771 3 3 0.69  19.64 41.60 11.92 33.64 16.24 76.00
2.243 3.031 3 3 0.71  19.20 34.00 11.80 29.92 14.60 59.88
3.656 2.630 2 1 1.39  9.23  80.40 2.07  9.72  5.36  49.20
2.325 4.143 1 3 0.51  14.00 33.24 5.48  34.00 10.92 54.40
4.550 1.416 2 3 1.74  18.10 41.60 12.40 44.32 27.72 73.60
4.325 1.436 5 3 0.56  19.40 36.76 11.60 26.92 13.72 57.20
3.669 4.291 3 2 1.92  8.40  35.12 8.44  33.48 18.72 59.60
1.877 1.186 1 3 0.32  26.16 45.20 3.80  18.20 6.44  39.88
3.044 1.123 3 3 0.63  18.04 38.24 12.00 31.28 18.68 80.76
3.001 2.581 2 2 4.18  8.20  42.04 9.60  45.32 22.20 81.72
3.136 2.091 2 3 1.11  17.92 38.72 14.20 34.80 30.32 79.00
2.633 3.650 5 3 0.43  16.20 50.40 3.09  22.12 5.04  61.60
3.721 4.239 3 3 0.28  18.00 41.20 8.00  25.96 12.28 46.40
2.333 2.367 5 3 1.39  59.16 101.92  12.36 42.12 28.20 135.88
4.038 2.354 4 1 2.81  10.50 44.00 12.20 39.20 32.92 65.60
3.117 1.702 2 3 1.71  30.00 58.60 14.12 42.80 35.00 106.36
1.824 0.999 1 3 0.17  23.64 56.40 3.75  18.60 7.08  44.00
2.850 1.890 2 1 1.36  8.68  53.60 2.81  10.76 7.08  28.88
2.502 3.988 1 3 0.24  20.72 22.36 3.76  18.92 5.20  32.24
1.443 1.509 5 3 1.45  15.40 50.80 7.76  61.20 20.68 75.60
2.008 1.350 1 3 0.52  16.04 35.04 5.00  32.56 8.96  50.40
2.978 4.009 5 3 0.56  8.35  25.40 6.52  24.40 12.40 49.20
1.662 1.425 3 3 0.91  44.40 82.00 11.24 37.40 16.56 78.40
1.587 1.080 1 3 0.61  26.24 54.00 5.16  29.28 11.44 54.00
3.994 3.814 5 3 2.42  32.52 80.40 14.48 45.60 28.32 84.00
4.383 2.279 2 1 0.79  6.72  43.60 7.84  35.92 22.72 60.80
2.901 4.919 1 1 0.81  5.48  28.80 4.64  28.60 14.92 42.00
4.156 1.242 4 2 1.10  5.72  32.48 7.84  32.20 17.92 44.00
4.475 3.526 2 4 0.95  38.96 78.80 15.28 29.24 20.36 70.80
2.580 3.654 5 3 0.28  7.48  20.20 3.55  16.20 4.64  33.44
0.701 1.997 3 1 1.58  9.84  64.80 12.60 60.80 32.20 86.00
3.649 3.887 2 3 1.06  26.44 51.20 11.48 41.60 29.24 80.80
2.623 0.853 3 3 2.58  29.24 59.20 11.64 45.20 27.36 106.40
1.315 1.975 3 2 3.68  14.44 56.40 11.12 52.00 28.72 89.60
3.656 2.670 2 1 1.88  9.52  70.00 11.12 36.12 25.40 65.20
4.426 0.821 2 2 0.81  8.76  27.20 13.00 48.32 26.00 61.60
2.882 3.693 5 3 0.54  8.76  27.04 4.60  20.80 5.40  32.92
1.108 1.535 3 2 2.06  60.00 195.60  8.08  50.40 23.16 108.00
4.840 1.089 2 2 0.56  10.80 36.52 10.28 27.64 19.60 64.80
1.468 2.192 3 2 1.51  10.88 44.40 10.92 57.60 30.68 80.40
2.319 4.103 1 3 0.58  20.52 34.88 5.48  36.00 10.92 50.40
3.585 4.040 3 2 1.97  24.64 66.00 8.00  51.20 25.76 99.20
3.647 3.786 2 3 0.77  42.00 70.80 13.84 29.72 20.96 90.80
2.310 2.732 2 2 0.74  17.68 39.20 12.72 39.00 23.24 79.04
3.962 2.009 2 3 1.45  42.92 78.40 12.40 43.52 34.40 104.40
3.470 5.555 2 2 2.23  12.52 48.40 13.48 45.20 29.68 64.00
1.839 0.995 1 3 0.23  27.72 55.60 4.24  24.88 10.12 56.00
1.706 1.165 1 3 0.74  25.52 60.80 4.36  20.40 8.68  62.40
2.774 1.544 3 2 1.92  19.32 45.72 8.44  42.32 20.64 90.24
3.493 5.092 1 2 3.42  14.80 34.32 9.80  52.40 20.44 134.40
1.695 3.227 1 1 1.84  10.88 56.68 5.88  35.08 21.44 97.48
4.409 1.084 5 3 1.77  18.92 48.80 17.32 37.72 27.00 89.20
2.596 3.212 3 2 4.00  15.92 45.16 8.64  49.72 22.00 118.24
1.897 1.220 1 3 0.26  9.24  27.00 3.48  16.24 4.76  27.20
2.083 1.695 2 1 0.44  11.28 56.40 6.00  29.28 16.68 54.80
3.673 4.278 3 2 1.02  7.36  34.00 9.28  44.00 19.28 70.40
2.731 3.002 2 1 0.49  6.60  32.44 9.00  27.32 20.92 57.96
4.264 3.391 2 3 2.83  79.20 135.20  11.16 32.64 24.96 132.80
3.792 2.707 2 1 1.38  6.44  45.60 8.16  26.92 17.12 55.20
3.390 1.048 2 2 1.66  24.60 57.28 10.12 42.92 29.32 123.32
3.184 5.075 3 3 0.69  11.36 23.68 7.08  33.76 16.32 53.60
3.644 2.677 2 1 0.93  6.77  51.20 9.56  37.40 23.12 56.40
3.504 5.130 1 2 5.13  14.76 36.80 8.60  39.24 18.28 135.60
2.242 3.036 3 3 0.73  17.00 34.08 10.32 26.32 12.72 56.72
3.332 4.628 5 2 0.74  96.00 59.20 4.52  35.92 17.20 83.20
3.498 3.196 2 2 0.99  14.50 36.24 15.12 32.80 22.92 65.60
1.883 1.176 1 3 0.20  25.12 49.60 3.92  21.80 7.52  43.20
3.322 3.001 5 3 1.34  25.30 44.40 14.32 35.00 23.12 81.20
1.047 1.922 3 2 1.24  18.32 52.00 14.20 43.60 22.52 83.20
3.843 3.121 5 3 1.84  33.32 44.40 10.08 39.52 35.28 86.00
1.301 0.599 3 4 0.91  21.20 64.80 13.24 32.84 18.00 75.20
1.106 1.548 3 2 1.27  19.12 65.20 9.16  52.80 19.44 65.20
1.114 1.535 3 2 1.48  106.80  226.40  9.12  58.80 26.16 140.40
1.511 0.734 1 2 1.25  22.64 64.40 7.84  47.20 21.96 71.20
1.317 1.501 5 3 1.39  120.80  66.40 6.44  42.80 19.64 94.80
1.439 1.523 5 3 1.72  16.40 52.40 7.24  54.80 16.52 75.60
1.651 1.157 1 4 0.53  26.28 46.40 3.88  20.84 8.36  49.60
1.701 1.169 1 3 0.69  17.04 52.40 4.24  23.48 9.04  45.60
1.857 0.659 3 2 3.53  66.00 118.00  10.08 52.80 24.44 124.80
1.346 1.954 3 2 0.93  9.00  38.12 10.56 39.04 20.24 59.60
1.354 1.966 3 2 1.17  8.64  38.32 10.72 43.60 24.00 69.20
1.350 1.970 3 2 3.81  17.92 64.80 10.12 60.80 27.08 102.00
1.932 1.004 1 3 0.14  10.44 37.00 4.52  15.08 5.24  32.56
1.837 1.037 1 3 0.22  23.44 46.80 3.88  23.00 8.16  44.00
1.690 1.858 3 3 1.78  29.76 54.80 12.96 38.72 22.36 91.60
1.720 1.833 3 3 0.59  23.36 50.00 11.60 31.68 15.96 6.80
1.543 2.573 2 3 1.56  26.72 52.40 10.40 45.20 28.72 104.00
2.353 1.274 1 3 0.28  8.24  32.56 4.32  15.40 4.20  37.88
1.889 2.462 2 1 2.51  12.16 65.20 10.20 48.40 31.04 78.40
2.327 2.417 5 3 1.39  58.72 116.48  9.68  39.72 22.60 123.00
2.504 1.965 2 2 1.79  19.92 62.36 10.44 41.84 25.64 80.32
2.599 1.996 2 3 2.12  61.32 172.12  13.16 43.08 53.20 133.88
2.561 1.984 2 2 1.63  18.08 63.16 13.56 51.36 42.92 77.40
2.898 1.274 1 3 2.70  15.56 38.28 6.52  32.76 15.00 99.60
2.902 1.263 1 3 4.50  10.24 32.92 10.32 39.16 22.64 101.68
3.085 1.214 3 3 0.77  37.60 68.40 7.68  18.52 11.28 86.20
3.046 1.205 3 3 0.40  9.60  32.76 11.16 21.64 13.36 44.00
3.025 1.201 3 3 0.32  12.92 40.20 5.60  18.52 7.20  43.72
2.040 3.153 1 3 0.66  17.20 41.88 5.00  16.56 8.24  51.24
2.234 2.737 2 2 1.11  10.28 47.80 14.60 39.28 24.44 71.12
2.220 2.732 2 2 0.77  16.00 44.40 12.28 43.48 23.88 62.28
2.224 2.728 2 2 1.21  11.36 41.04 13.80 46.84 27.44 85.52
2.580 2.311 2 2 1.56  15.40 51.24 8.84  40.16 23.92 77.56
2.254 3.045 3 3 0.58  31.80 54.28 9.68  27.12 13.20 66.92
2.656 2.656 2 3 0.53  79.20 138.56  12.52 26.12 18.00 91.48
3.465 1.393 3 3 0.71  48.72 86.68 12.52 28.72 17.60 96.60
2.553 3.314 3 3 0.99  9.28  38.00 8.80  38.72 15.72 60.12
2.538 3.314 3 3 1.66  31.52 90.36 8.96  50.60 17.32 81.60
2.402 3.979 1 3 0.52  13.12 26.96 4.08  30.12 8.20  43.20
2.456 3.990 1 3 0.35  11.60 27.68 3.27  26.32 4.92  37.16
2.537 3.768 1 3 0.23  8.72  26.84 3.79  18.20 5.68  32.08
2.584 3.649 5 3 0.31  17.12 48.40 3.72  18.00 5.60  44.80
3.887 1.663 2 3 1.54  29.60 56.80 15.20 40.72 32.40 85.60
4.412 1.088 5 3 1.53  17.72 47.60 17.72 39.52 26.40 80.80
2.795 3.645 5 3 0.30  13.40 37.76 4.24  17.32 6.32  27.12
2.837 3.679 5 3 0.43  4.68  22.56 5.08  22.72 8.00  31.48
2.832 3.676 5 3 0.36  4.44  18.96 6.68  26.12 11.80 28.92
3.308 2.963 5 3 1.06  28.00 50.00 17.32 36.00 23.92 78.40
3.422 2.815 3 3 0.90  49.00 70.40 9.52  38.72 26.20 94.80
3.692 2.430 2 1 1.61  9.44  42.80 5.00  19.40 8.76  31.16
4.331 1.449 5 3 0.95  19.60 37.88 12.00 29.20 18.72 61.20
4.333 1.455 5 3 0.82  32.10 63.20 10.32 29.80 16.72 67.60
4.502 1.167 5 3 0.86  12.70 37.08 12.12 28.40 20.12 61.60
3.228 3.617 2 3 1.84  45.92 80.40 13.32 47.40 24.00 90.00
3.768 2.775 2 1 0.22  6.67  31.88 10.80 26.32 17.52 45.20
3.768 2.675 2 1 1.10  6.20  46.80 12.12 41.32 28.80 56.80
3.789 2.694 2 1 1.00  5.38  51.20 9.68  32.80 19.12 54.00
4.590 1.414 2 3 0.96  16.40 30.76 11.72 35.20 21.92 64.80
4.571 1.407 2 3 1.40  15.24 38.40 10.72 38.64 26.40 70.80
4.745 1.372 2 3 0.69  16.44 34.12 11.96 35.64 23.68 66.40
4.788 1.647 2 3 0.72  11.40 32.68 8.80  34.08 26.72 63.20
2.974 4.937 1 2 2.26  12.64 36.28 5.88  36.44 21.52 77.60
2.906 4.922 1 1 1.13  5.92  21.60 4.32  20.32 13.20 32.84
3.109 4.729 1 3 0.65  8.40  28.56 3.12  22.68 8.88  42.40
3.040 4.713 1 3 0.63  7.24  26.00 3.66  23.96 9.36  36.64
3.919 3.466 5 3 0.86  12.80 28.60 9.76  28.40 17.48 58.80
4.189 3.045 4 3 1.65  35.60 67.60 8.08  46.40 20.32 90.40
3.652 4.312 3 1 3.15  8.24  56.00 10.72 51.20 27.72 98.00
3.894 3.805 4 3 0.55  50.00 91.20 14.32 29.00 20.12 79.20
3.917 3.773 4 3 1.57  18.40 43.60 13.56 30.36 22.28 71.60
3.925 3.779 4 3 0.86  11.40 29.68 14.24 29.20 21.00 59.60
4.252 3.292 2 3 0.73  39.20 65.60 11.80 26.00 22.24 74.00
4.292 3.290 2 3 2.08  71.60 52.80 11.92 31.68 28.64 110.80
4.283 3.278 2 3 0.84  21.04 34.68 13.88 37.12 26.48 90.00
3.530 4.999 1 1 0.49  4.64  31.64 7.44  34.52 16.76 56.80
4.070 4.157 3 3 1.92  45.60 50.00 14.36 47.60 28.44 90.80
4.610 3.315 2 1 1.38  7.84  48.00 12.68 30.76 20.72 46.80
3.605 5.345 3 3 0.85  18.40 35.00 9.04  29.48 17.56 58.00
